Measure,Port Name,Year of Date,Value
Personal Vehicle Passengers,Tornillo,2008,1048535
Personal Vehicle Passengers,Tecate,2008,1876615
Personal Vehicle Passengers,Sasabe,2008,78791
Personal Vehicle Passengers,Santa Teresa,2008,1084326
Personal Vehicle Passengers,San Ysidro,2008,25319449
Personal Vehicle Passengers,San Luis,2008,4417449
Personal Vehicle Passengers,Roma,2008,2110446
Personal Vehicle Passengers,Rio Grande City,2008,2175629
Personal Vehicle Passengers,Progreso,2008,2120059
Personal Vehicle Passengers,Presidio,2008,1632524
Personal Vehicle Passengers,Otay Mesa,2008,8473725
Personal Vehicle Passengers,Nogales,2008,8472273
Personal Vehicle Passengers,Naco,2008,704678
Personal Vehicle Passengers,Lukeville,2008,1188331
Personal Vehicle Passengers,Laredo,2008,15397879
Personal Vehicle Passengers,Hidalgo,2008,13467615
Personal Vehicle Passengers,El Paso,2008,21806353
Personal Vehicle Passengers,Eagle Pass,2008,8239808
Personal Vehicle Passengers,Douglas,2008,3565718
Personal Vehicle Passengers,Del Rio,2008,3025602
Personal Vehicle Passengers,Columbus,2008,942810
Personal Vehicle Passengers,Calexico East,2008,7144168
Personal Vehicle Passengers,Calexico,2008,9432447
Personal Vehicle Passengers,Brownsville,2008,13274693
Personal Vehicle Passengers,Andrade,2008,981916
Personal Vehicle Passengers,Tornillo,2007,1192362
Personal Vehicle Passengers,Tecate,2007,1830661
Personal Vehicle Passengers,Sasabe,2007,103065
Personal Vehicle Passengers,Santa Teresa,2007,1287207
Personal Vehicle Passengers,San Ysidro,2007,28390175
Personal Vehicle Passengers,San Luis,2007,4712950
Personal Vehicle Passengers,Roma,2007,2491986
Personal Vehicle Passengers,Rio Grande City,2007,2159046
Personal Vehicle Passengers,Progreso,2007,2292163
Personal Vehicle Passengers,Presidio,2007,1542739
Personal Vehicle Passengers,Otay Mesa,2007,8656559
Personal Vehicle Passengers,Nogales,2007,8587479
Personal Vehicle Passengers,Naco,2007,860990
Personal Vehicle Passengers,Lukeville,2007,1296599
Personal Vehicle Passengers,Laredo,2007,13367960
Personal Vehicle Passengers,Hidalgo,2007,13304851
Personal Vehicle Passengers,El Paso,2007,23674992
Personal Vehicle Passengers,Eagle Pass,2007,7713640
Personal Vehicle Passengers,Douglas,2007,4032292
Personal Vehicle Passengers,Del Rio,2007,3604896
Personal Vehicle Passengers,Columbus,2007,1254718
Personal Vehicle Passengers,Calexico East,2007,7003669
Personal Vehicle Passengers,Calexico,2007,10949336
Personal Vehicle Passengers,Brownsville,2007,13062876
Personal Vehicle Passengers,Andrade,2007,1161051
Personal Vehicle Passengers,Tornillo,2006,1188417
Personal Vehicle Passengers,Tecate,2006,1829678
Personal Vehicle Passengers,Sasabe,2006,90107
Personal Vehicle Passengers,Santa Teresa,2006,908399
Personal Vehicle Passengers,San Ysidro,2006,31868563
Personal Vehicle Passengers,San Luis,2006,5206664
Personal Vehicle Passengers,Roma,2006,2796383
Personal Vehicle Passengers,Rio Grande City,2006,2187724
Personal Vehicle Passengers,Progreso,2006,2400659
Personal Vehicle Passengers,Presidio,2006,1590674
Personal Vehicle Passengers,Otay Mesa,2006,10843585
Personal Vehicle Passengers,Nogales,2006,8401467
Personal Vehicle Passengers,Naco,2006,906971
Personal Vehicle Passengers,Lukeville,2006,1269459
Personal Vehicle Passengers,Laredo,2006,14244080
Personal Vehicle Passengers,Hidalgo,2006,12632201
Personal Vehicle Passengers,El Paso,2006,27999510
Personal Vehicle Passengers,Eagle Pass,2006,8401536
Personal Vehicle Passengers,Douglas,2006,4507435
Personal Vehicle Passengers,Del Rio,2006,4028590
Personal Vehicle Passengers,Columbus,2006,1126204
Personal Vehicle Passengers,Calexico East,2006,7771283
Personal Vehicle Passengers,Calexico,2006,11664850
Personal Vehicle Passengers,Brownsville,2006,14023353
Personal Vehicle Passengers,Andrade,2006,1367222
Personal Vehicle Passengers,Tornillo,2005,1313358
Personal Vehicle Passengers,Tecate,2005,2056234
Personal Vehicle Passengers,Sasabe,2005,100860
Personal Vehicle Passengers,Santa Teresa,2005,746336
Personal Vehicle Passengers,San Ysidro,2005,32265477
Personal Vehicle Passengers,San Luis,2005,6690613
Personal Vehicle Passengers,Roma,2005,2859813
Personal Vehicle Passengers,Rio Grande City,2005,2328993
Personal Vehicle Passengers,Progreso,2005,2398192
Personal Vehicle Passengers,Presidio,2005,1721248
Personal Vehicle Passengers,Otay Mesa,2005,12395605
Personal Vehicle Passengers,Nogales,2005,8767128
Personal Vehicle Passengers,Naco,2005,1118684
Personal Vehicle Passengers,Lukeville,2005,1186864
Personal Vehicle Passengers,Laredo,2005,14017324
Personal Vehicle Passengers,Hidalgo,2005,13989453
Personal Vehicle Passengers,El Paso,2005,29180824
Personal Vehicle Passengers,Eagle Pass,2005,8569476
Personal Vehicle Passengers,Douglas,2005,4675004
Personal Vehicle Passengers,Del Rio,2005,4164392
Personal Vehicle Passengers,Columbus,2005,1092965
Personal Vehicle Passengers,Calexico East,2005,6492882
Personal Vehicle Passengers,Calexico,2005,11846703
Personal Vehicle Passengers,Brownsville,2005,14614745
Personal Vehicle Passengers,Andrade,2005,1474275
Personal Vehicle Passengers,Tornillo,2004,1401905
Personal Vehicle Passengers,Tecate,2004,2535024
Personal Vehicle Passengers,Sasabe,2004,101907
Personal Vehicle Passengers,Santa Teresa,2004,534273
Personal Vehicle Passengers,San Ysidro,2004,33382991
Personal Vehicle Passengers,San Luis,2004,7356431
Personal Vehicle Passengers,Roma,2004,2826966
Personal Vehicle Passengers,Rio Grande City,2004,2423157
Personal Vehicle Passengers,Progreso,2004,2713435
Personal Vehicle Passengers,Presidio,2004,1723507
Personal Vehicle Passengers,Otay Mesa,2004,11840769
Personal Vehicle Passengers,Nogales,2004,9955434
Personal Vehicle Passengers,Naco,2004,2122654
Personal Vehicle Passengers,Lukeville,2004,1155558
Personal Vehicle Passengers,Laredo,2004,15032956
Personal Vehicle Passengers,Hidalgo,2004,15514648
Personal Vehicle Passengers,El Paso,2004,28108167
Personal Vehicle Passengers,Eagle Pass,2004,8395236
Personal Vehicle Passengers,Douglas,2004,4422083
Personal Vehicle Passengers,Del Rio,2004,4313818
Personal Vehicle Passengers,Columbus,2004,1066248
Personal Vehicle Passengers,Calexico East,2004,6362391
Personal Vehicle Passengers,Calexico,2004,10619429
Personal Vehicle Passengers,Brownsville,2004,15374317
Personal Vehicle Passengers,Andrade,2004,1653303
Personal Vehicle Passengers,Tornillo,2003,1383547
Personal Vehicle Passengers,Tecate,2003,2780878
Personal Vehicle Passengers,Sasabe,2003,111450
Personal Vehicle Passengers,Santa Teresa,2003,605952
Personal Vehicle Passengers,San Ysidro,2003,39180519
Personal Vehicle Passengers,San Luis,2003,6836544
Personal Vehicle Passengers,Roma,2003,3036496
Personal Vehicle Passengers,Rio Grande City,2003,2471812
Personal Vehicle Passengers,Progreso,2003,2805267
Personal Vehicle Passengers,Presidio,2003,1684610
Personal Vehicle Passengers,Otay Mesa,2003,11019106
Personal Vehicle Passengers,Nogales,2003,9643835
Personal Vehicle Passengers,Naco,2003,1629654
Personal Vehicle Passengers,Lukeville,2003,1195838
Personal Vehicle Passengers,Laredo,2003,15208606
Personal Vehicle Passengers,Hidalgo,2003,15587611
Personal Vehicle Passengers,El Paso,2003,26317018
Personal Vehicle Passengers,Eagle Pass,2003,8285854
Personal Vehicle Passengers,Douglas,2003,5007082
Personal Vehicle Passengers,Del Rio,2003,4440813
Personal Vehicle Passengers,Columbus,2003,1014385
Personal Vehicle Passengers,Calexico East,2003,6155005
Personal Vehicle Passengers,Calexico,2003,10144416
Personal Vehicle Passengers,Brownsville,2003,15673205
Personal Vehicle Passengers,Andrade,2003,1477979
Personal Vehicle Passengers,Tornillo,2002,1709575
Personal Vehicle Passengers,Tecate,2002,2357883
Personal Vehicle Passengers,Sasabe,2002,109775
Personal Vehicle Passengers,Santa Teresa,2002,771668
Personal Vehicle Passengers,San Ysidro,2002,36171884
Personal Vehicle Passengers,San Luis,2002,7879970
Personal Vehicle Passengers,Roma,2002,3527213
Personal Vehicle Passengers,Rio Grande City,2002,2591589
Personal Vehicle Passengers,Progreso,2002,3019260
Personal Vehicle Passengers,Presidio,2002,1775433
Personal Vehicle Passengers,Otay Mesa,2002,9109341
Personal Vehicle Passengers,Nogales,2002,8888684
Personal Vehicle Passengers,Naco,2002,927393
Personal Vehicle Passengers,Lukeville,2002,1292155
Personal Vehicle Passengers,Laredo,2002,15915545
Personal Vehicle Passengers,Hidalgo,2002,17613527
Personal Vehicle Passengers,El Paso,2002,26363164
Personal Vehicle Passengers,Eagle Pass,2002,9187598
Personal Vehicle Passengers,Douglas,2002,7797492
Personal Vehicle Passengers,Del Rio,2002,4734574
Personal Vehicle Passengers,Columbus,2002,915379
Personal Vehicle Passengers,Calexico East,2002,6889681
Personal Vehicle Passengers,Calexico,2002,12106876
Personal Vehicle Passengers,Brownsville,2002,15820595
Personal Vehicle Passengers,Andrade,2002,1544438
Personal Vehicle Passengers,Tornillo,2001,1892674
Personal Vehicle Passengers,Tecate,2001,2161911
Personal Vehicle Passengers,Sasabe,2001,97148
Personal Vehicle Passengers,Santa Teresa,2001,458205
Personal Vehicle Passengers,San Ysidro,2001,33003554
Personal Vehicle Passengers,San Luis,2001,6446175
Personal Vehicle Passengers,Roma,2001,3644011
Personal Vehicle Passengers,Rio Grande City,2001,2156164
Personal Vehicle Passengers,Progreso,2001,3019075
Personal Vehicle Passengers,Presidio,2001,1822312
Personal Vehicle Passengers,Otay Mesa,2001,8405047
Personal Vehicle Passengers,Nogales,2001,9876703
Personal Vehicle Passengers,Naco,2001,818797
Personal Vehicle Passengers,Lukeville,2001,1283988
Personal Vehicle Passengers,Laredo,2001,17282264
Personal Vehicle Passengers,Hidalgo,2001,17713609
Personal Vehicle Passengers,El Paso,2001,39200481
Personal Vehicle Passengers,Eagle Pass,2001,8506655
Personal Vehicle Passengers,Douglas,2001,5203890
Personal Vehicle Passengers,Del Rio,2001,4425005
Personal Vehicle Passengers,Columbus,2001,896272
Personal Vehicle Passengers,Calexico East,2001,7420103
Personal Vehicle Passengers,Calexico,2001,15007725
Personal Vehicle Passengers,Brownsville,2001,16951901
Personal Vehicle Passengers,Andrade,2001,1412177
Personal Vehicle Passengers,Tornillo,2000,2116881
Personal Vehicle Passengers,Tecate,2000,3380697
Personal Vehicle Passengers,Sasabe,2000,85530
Personal Vehicle Passengers,Santa Teresa,2000,168181
Personal Vehicle Passengers,San Ysidro,2000,31025343
Personal Vehicle Passengers,San Luis,2000,7068111
Personal Vehicle Passengers,Roma,2000,4664306
Personal Vehicle Passengers,Rio Grande City,2000,2383033
Personal Vehicle Passengers,Progreso,2000,3321066
Personal Vehicle Passengers,Presidio,2000,1900683
Personal Vehicle Passengers,Otay Mesa,2000,10659498
Personal Vehicle Passengers,Nogales,2000,11501672
Personal Vehicle Passengers,Naco,2000,881911
Personal Vehicle Passengers,Lukeville,2000,1125638
Personal Vehicle Passengers,Laredo,2000,17877845
Personal Vehicle Passengers,Hidalgo,2000,21947731
Personal Vehicle Passengers,El Paso,2000,48420274
Personal Vehicle Passengers,Eagle Pass,2000,8594198
Personal Vehicle Passengers,Douglas,2000,6193596
Personal Vehicle Passengers,Del Rio,2000,5866666
Personal Vehicle Passengers,Columbus,2000,1414791
Personal Vehicle Passengers,Calexico East,2000,7600859
Personal Vehicle Passengers,Calexico,2000,20094460
Personal Vehicle Passengers,Brownsville,2000,19693130
Personal Vehicle Passengers,Andrade,2000,1808452
Personal Vehicle Passengers,Tornillo,1999,2102675
Personal Vehicle Passengers,Tecate,1999,3004472
Personal Vehicle Passengers,Sasabe,1999,90848
Personal Vehicle Passengers,Santa Teresa,1999,133081
Personal Vehicle Passengers,San Ysidro,1999,33593034
Personal Vehicle Passengers,San Luis,1999,6505771
Personal Vehicle Passengers,Roma,1999,4649578
Personal Vehicle Passengers,Rio Grande City,1999,2507997
Personal Vehicle Passengers,Progreso,1999,3264099
Personal Vehicle Passengers,Presidio,1999,2022068
Personal Vehicle Passengers,Otay Mesa,1999,9856055
Personal Vehicle Passengers,Nogales,1999,10489147
Personal Vehicle Passengers,Naco,1999,849260
Personal Vehicle Passengers,Lukeville,1999,1373679
Personal Vehicle Passengers,Laredo,1999,17237500
Personal Vehicle Passengers,Hidalgo,1999,29118835
Personal Vehicle Passengers,El Paso,1999,46397134
Personal Vehicle Passengers,Eagle Pass,1999,7574656
Personal Vehicle Passengers,Douglas,1999,5912753
Personal Vehicle Passengers,Del Rio,1999,5956767
Personal Vehicle Passengers,Columbus,1999,1172445
Personal Vehicle Passengers,Calexico East,1999,6565800
Personal Vehicle Passengers,Calexico,1999,20372381
Personal Vehicle Passengers,Brownsville,1999,18948078
Personal Vehicle Passengers,Andrade,1999,1824197
Personal Vehicle Passengers,Tornillo,1998,1666701
Personal Vehicle Passengers,Tecate,1998,2969038
Personal Vehicle Passengers,Sasabe,1998,83141
Personal Vehicle Passengers,Santa Teresa,1998,105061
Personal Vehicle Passengers,San Ysidro,1998,31844311
Personal Vehicle Passengers,San Luis,1998,6586700
Personal Vehicle Passengers,Roma,1998,4286896
Personal Vehicle Passengers,Rio Grande City,1998,2355771
Personal Vehicle Passengers,Progreso,1998,2758249
Personal Vehicle Passengers,Presidio,1998,1797898
Personal Vehicle Passengers,Otay Mesa,1998,9518925
Personal Vehicle Passengers,Nogales,1998,9857132
Personal Vehicle Passengers,Naco,1998,790380
Personal Vehicle Passengers,Lukeville,1998,1079949
Personal Vehicle Passengers,Laredo,1998,18810878
Personal Vehicle Passengers,Hidalgo,1998,24943370
Personal Vehicle Passengers,El Paso,1998,44114982
Personal Vehicle Passengers,Eagle Pass,1998,6911826
Personal Vehicle Passengers,Douglas,1998,5577088
Personal Vehicle Passengers,Del Rio,1998,5510994
Personal Vehicle Passengers,Columbus,1998,473380
Personal Vehicle Passengers,Calexico East,1998,5321003
Personal Vehicle Passengers,Calexico,1998,20733213
Personal Vehicle Passengers,Brownsville,1998,16188721
Personal Vehicle Passengers,Andrade,1998,1727063
Personal Vehicle Passengers,Tornillo,1997,1966078
Personal Vehicle Passengers,Tecate,1997,3094556
Personal Vehicle Passengers,Sasabe,1997,67501
Personal Vehicle Passengers,Santa Teresa,1997,104110
Personal Vehicle Passengers,San Ysidro,1997,29069523
Personal Vehicle Passengers,San Luis,1997,6852002
Personal Vehicle Passengers,Roma,1997,4165753
Personal Vehicle Passengers,Rio Grande City,1997,1971063
Personal Vehicle Passengers,Progreso,1997,2575114
Personal Vehicle Passengers,Presidio,1997,1687001
Personal Vehicle Passengers,Otay Mesa,1997,8362058
Personal Vehicle Passengers,Nogales,1997,9647457
Personal Vehicle Passengers,Naco,1997,765688
Personal Vehicle Passengers,Lukeville,1997,1046450
Personal Vehicle Passengers,Laredo,1997,17638438
Personal Vehicle Passengers,Hidalgo,1997,23318753
Personal Vehicle Passengers,El Paso,1997,43155367
Personal Vehicle Passengers,Eagle Pass,1997,6594028
Personal Vehicle Passengers,Douglas,1997,4803469
Personal Vehicle Passengers,Del Rio,1997,5373966
Personal Vehicle Passengers,Columbus,1997,490706
Personal Vehicle Passengers,Calexico East,1997,5309613
Personal Vehicle Passengers,Calexico,1997,19241319
Personal Vehicle Passengers,Brownsville,1997,15404435
Personal Vehicle Passengers,Andrade,1997,1650543
Personal Vehicle Passengers,Tornillo,1996,1892287
Personal Vehicle Passengers,Tecate,1996,2961332
Personal Vehicle Passengers,Sasabe,1996,58037
Personal Vehicle Passengers,Santa Teresa,1996,121365
Personal Vehicle Passengers,San Ysidro,1996,0
Personal Vehicle Passengers,San Luis,1996,6494338
Personal Vehicle Passengers,Roma,1996,4111833
Personal Vehicle Passengers,Rio Grande City,1996,1992500
Personal Vehicle Passengers,Progreso,1996,2650250
Personal Vehicle Passengers,Presidio,1996,1589971
Personal Vehicle Passengers,Otay Mesa,1996,8294261
Personal Vehicle Passengers,Nogales,1996,9089520
Personal Vehicle Passengers,Naco,1996,700534
Personal Vehicle Passengers,Lukeville,1996,727390
Personal Vehicle Passengers,Laredo,1996,16932272
Personal Vehicle Passengers,Hidalgo,1996,21070912
Personal Vehicle Passengers,El Paso,1996,41483220
Personal Vehicle Passengers,Eagle Pass,1996,6089264
Personal Vehicle Passengers,Douglas,1996,4404773
Personal Vehicle Passengers,Del Rio,1996,5134932
Personal Vehicle Passengers,Columbus,1996,583569
Personal Vehicle Passengers,Calexico East,1996,0
Personal Vehicle Passengers,Calexico,1996,18296272
Personal Vehicle Passengers,Brownsville,1996,15184067
Personal Vehicle Passengers,Andrade,1996,1659587
Personal Vehicles,Ysleta,2023,2331376
Personal Vehicles,Tornillo,2023,307772
Personal Vehicles,Tecate,2023,680241
Personal Vehicles,Sasabe,2023,18304
Personal Vehicles,Santa Teresa,2023,463037
Personal Vehicles,San Ysidro,2023,10557010
Personal Vehicles,San Luis,2023,2241107
Personal Vehicles,Roma,2023,520890
Personal Vehicles,Rio Grande City,2023,281392
Personal Vehicles,Progreso,2023,924148
Personal Vehicles,Presidio,2023,470230
Personal Vehicles,Otay Mesa,2023,3814310
Personal Vehicles,Nogales,2023,2501294
Personal Vehicles,Naco,2023,215809
Personal Vehicles,Lukeville,2023,299805
Personal Vehicles,Laredo,2023,3209354
Personal Vehicles,Hidalgo,2023,3005139
Personal Vehicles,El Paso,2023,5639035
Personal Vehicles,Eagle Pass,2023,1979017
Personal Vehicles,Douglas,2023,1088402
Personal Vehicles,Del Rio,2023,1139829
Personal Vehicles,Columbus,2023,255354
Personal Vehicles,Calexico East,2023,1936045
Personal Vehicles,Calexico,2023,3325906
Personal Vehicles,Brownsville,2023,3100158
Personal Vehicles,Andrade,2023,367189
Personal Vehicles,Ysleta,2022,3129903
Personal Vehicles,Tornillo,2022,420894
Personal Vehicles,Tecate,2022,979759
Personal Vehicles,Sasabe,2022,27046
Personal Vehicles,Santa Teresa,2022,645430
Personal Vehicles,San Ysidro,2022,15349871
Personal Vehicles,San Luis,2022,3378455
Personal Vehicles,Roma,2022,725014
